Willie Johnson,14/03/2021,F,11,0743869595,willie_johnson@yahoo.com,Bistrita Bistrita-Nasaud
Willie Johnson,14/03/2021,F,20,0743869595,willie_johnson@yahoo.com,Bistrita Bistrita-Nasaud
Willie Johnson,14/03/2021,F,4,0743869595,willie_johnson@yahoo.com,Bistrita Bistrita-Nasaud
Daisy Kirk,15/03/2021,Y,25,0748525970,daisy_kirk@gmail.com,Bistrita Bistrita-Nasaud
Daisy Kirk,15/03/2021,Y,3,0748525970,daisy_kirk@gmail.com,Bistrita Bistrita-Nasaud
Daisy Kirk,15/03/2021,Y,7,0748525970,daisy_kirk@gmail.com,Bistrita Bistrita-Nasaud
Carrie Eaton,15/03/2021,T,3,0744665801,carrie_eaton@fake.com,Bistrita Bistrita-Nasaud
Carrie Eaton,15/03/2021,T,1,0744665801,carrie_eaton@fake.com,Bistrita Bistrita-Nasaud
Destiny Wiley,16/03/2021,H,1,0747866160,destiny_wiley@ubb.com,Alba Iulia Alba
Destiny Wiley,16/03/2021,H,12,0747866160,destiny_wiley@ubb.com,Alba Iulia Alba
Destiny Wiley,16/03/2021,H,20,0747866160,destiny_wiley@ubb.com,Alba Iulia Alba
Brandie Lamere,03/03/2021,F,13,0749393307,brandie_lamere@fake.com,Gilau Cluj
Elliott Lipka,01/03/2021,U,20,0740040721,elliott_lipka@gmail.com,Alba Iulia Alba
Donna Lawrence,15/03/2021,R,10,0749951203,donna_lawrence@gmail.com,Floresti Cluj
Donna Lawrence,15/03/2021,R,15,0749951203,donna_lawrence@gmail.com,Floresti Cluj
Donna Lawrence,15/03/2021,R,23,0749951203,donna_lawrence@gmail.com,Floresti Cluj
Donna Lawrence,15/03/2021,R,27,0749951203,donna_lawrence@gmail.com,Floresti Cluj
Robert Ashcraft,15/03/2021,Q,8,0749560581,robert_ashcraft@fake.com,Floresti Cluj
Robert Ashcraft,15/03/2021,Q,27,0749560581,robert_ashcraft@fake.com,Floresti Cluj
Maxine Sutton,17/03/2021,B,7,0741270710,maxine_sutton@gmail.com,Sibiu Sibiu
Maxine Sutton,17/03/2021,B,1,0741270710,maxine_sutton@gmail.com,Sibiu Sibiu
Maxine Sutton,17/03/2021,B,17,0741270710,maxine_sutton@gmail.com,Sibiu Sibiu
Maxine Sutton,17/03/2021,B,9,0741270710,maxine_sutton@gmail.com,Sibiu Sibiu
Linda Whittaker,01/03/2021,U,25,0746767164,linda_whittaker@gmail.com,Floresti Cluj
Gerald Robinson,10/03/2021,G,5,0741826128,gerald_robinson@gmail.com,Oradea Bihor
Gerald Robinson,10/03/2021,G,10,0741826128,gerald_robinson@gmail.com,Oradea Bihor
Gerald Robinson,10/03/2021,G,15,0741826128,gerald_robinson@gmail.com,Oradea Bihor
Gerald Robinson,10/03/2021,G,20,0741826128,gerald_robinson@gmail.com,Oradea Bihor
Betty Connelly,15/03/2021,C,20,0745940266,betty_connelly@gmail.com,Gilau Cluj
Betty Connelly,15/03/2021,C,27,0745940266,betty_connelly@gmail.com,Gilau Cluj
Donald Graven,13/03/2021,Y,1,0749754301,donald_graven@fake.com,Floresti Cluj
Donald Graven,13/03/2021,Y,16,0749754301,donald_graven@fake.com,Floresti Cluj
Donald Graven,13/03/2021,Y,2,0749754301,donald_graven@fake.com,Floresti Cluj
Kathleen Macomber,18/03/2021,O,22,0740984335,kathleen_macomber@gmail.com,Alba Iulia Alba
Gregory Thomas,14/03/2021,O,11,0746059766,gregory_thomas@gmail.com,Bistrita Bistrita-Nasaud
Gregory Thomas,14/03/2021,O,11,0746059766,gregory_thomas@gmail.com,Bistrita Bistrita-Nasaud
Gregory Thomas,14/03/2021,O,18,0746059766,gregory_thomas@gmail.com,Bistrita Bistrita-Nasaud
Gregory Thomas,14/03/2021,O,11,0746059766,gregory_thomas@gmail.com,Bistrita Bistrita-Nasaud
Ella Dunn,03/03/2021,Q,2,0744785464,ella_dunn@gmail.com,Floresti Cluj
Ella Dunn,03/03/2021,Q,6,0744785464,ella_dunn@gmail.com,Floresti Cluj
Teresa Loza,02/03/2021,O,26,0740489573,teresa_loza@gmail.com,Floresti Cluj
Otis Thomas,03/03/2021,U,7,0747012137,otis_thomas@ubb.com,Oradea Bihor
Otis Thomas,03/03/2021,U,27,0747012137,otis_thomas@ubb.com,Oradea Bihor
Frances Cramer,10/03/2021,V,3,0744983628,frances_cramer@ubb.com,Oradea Bihor
Frances Cramer,10/03/2021,V,24,0744983628,frances_cramer@ubb.com,Oradea Bihor
Frances Cramer,10/03/2021,V,27,0744983628,frances_cramer@ubb.com,Oradea Bihor
Diane Bond,03/03/2021,E,12,0742293500,diane_bond@yahoo.com,Alba Iulia Alba
Diane Bond,03/03/2021,E,4,0742293500,diane_bond@yahoo.com,Alba Iulia Alba
Diane Bond,03/03/2021,E,20,0742293500,diane_bond@yahoo.com,Alba Iulia Alba
Diane Bond,03/03/2021,E,19,0742293500,diane_bond@yahoo.com,Alba Iulia Alba
Wallace Mcclung,10/03/2021,M,23,0745587605,wallace_mcclung@gmail.com,Nasaud Bistrita-Nasaud
Cora Johnson,01/03/2021,C,23,0745443823,cora_johnson@yahoo.com,Oradea Bihor
Miguel Lockhart,18/03/2021,R,25,0744510062,miguel_lockhart@gmail.com,Gilau Cluj
Miguel Lockhart,18/03/2021,R,7,0744510062,miguel_lockhart@gmail.com,Gilau Cluj
Jared Hughes,03/03/2021,M,1,0741850055,jared_hughes@gmail.com,Bistrita Bistrita-Nasaud
Christina Zettlemoyer,01/03/2021,G,10,0743465666,christina_zettlemoyer@ubb.com,Gilau Cluj
Christina Zettlemoyer,01/03/2021,G,13,0743465666,christina_zettlemoyer@ubb.com,Gilau Cluj
Craig Gillikin,05/03/2021,E,26,0742391078,craig_gillikin@yahoo.com,Floresti Cluj
Craig Gillikin,05/03/2021,E,7,0742391078,craig_gillikin@yahoo.com,Floresti Cluj
Miguel Miller,06/03/2021,L,24,0744283850,miguel_miller@gmail.com,Nasaud Bistrita-Nasaud
Dennis Johnson,14/03/2021,Z,10,0747386792,dennis_johnson@gmail.com,Nasaud Bistrita-Nasaud
Byron Workman,19/03/2021,Q,13,0741916879,byron_workman@ubb.com,Sibiu Sibiu
Byron Workman,19/03/2021,Q,25,0741916879,byron_workman@ubb.com,Sibiu Sibiu
Josephine Stegman,05/03/2021,V,2,0745589081,josephine_stegman@fake.com,Nasaud Bistrita-Nasaud
Jimmie Corradino,14/03/2021,G,2,0743771773,jimmie_corradino@ubb.com,Gilau Cluj
Ceola Faulk,13/03/2021,M,22,0740465829,ceola_faulk@gmail.com,Gilau Cluj
Ceola Faulk,13/03/2021,M,7,0740465829,ceola_faulk@gmail.com,Gilau Cluj
Ceola Faulk,13/03/2021,M,27,0740465829,ceola_faulk@gmail.com,Gilau Cluj
Ceola Faulk,13/03/2021,M,15,0740465829,ceola_faulk@gmail.com,Gilau Cluj
Rudy Dow,06/03/2021,T,18,0742978754,rudy_dow@gmail.com,Oradea Bihor
Bryant Schubbe,03/03/2021,X,14,0740840352,bryant_schubbe@fake.com,Floresti Cluj
Christina Solomon,13/03/2021,G,29,0747489935,christina_solomon@fake.com,Floresti Cluj
Frederick Johnson,09/03/2021,L,22,0744667302,frederick_johnson@gmail.com,Sibiu Sibiu
Frederick Powell,02/03/2021,Y,17,0740720702,frederick_powell@ubb.com,Alba Iulia Alba
Daniel Alexander,18/03/2021,M,17,0743225615,daniel_alexander@yahoo.com,Oradea Bihor
Gabriel Searcy,09/03/2021,L,14,0740535493,gabriel_searcy@ubb.com,Oradea Bihor
Gabriel Searcy,09/03/2021,L,25,0740535493,gabriel_searcy@ubb.com,Oradea Bihor
Gabriel Searcy,09/03/2021,L,9,0740535493,gabriel_searcy@ubb.com,Oradea Bihor
Gabriel Searcy,09/03/2021,L,1,0740535493,gabriel_searcy@ubb.com,Oradea Bihor
Bruce Nadal,08/03/2021,L,29,0744958706,bruce_nadal@gmail.com,Sibiu Sibiu
Bruce Nadal,08/03/2021,L,9,0744958706,bruce_nadal@gmail.com,Sibiu Sibiu
Bruce Nadal,08/03/2021,L,15,0744958706,bruce_nadal@gmail.com,Sibiu Sibiu
Cheri Wade,11/03/2021,R,9,0740239169,cheri_wade@fake.com,Floresti Cluj
Cheri Wade,11/03/2021,R,6,0740239169,cheri_wade@fake.com,Floresti Cluj
Belinda Mahon,16/03/2021,B,8,0742045612,belinda_mahon@yahoo.com,Floresti Cluj
